RA,Ano,Fase,fase_num,Fase_Ideal,Defasagem,INDE_ano,IAA,IEG,IPS,IPP,IDA,IPV,IAN,Mat,Por,Ing,Idade,ano_nasc_obs,Gênero,Ano ingresso,Pedra_ano,Instituicao,Pedra20,Pedra21,Pedra22_hist,Pedra23_hist,INDE22_hist,INDE23_hist,Atingiu_PV,Rec_Psicologia,ano_nasc,idade_padronizada,Fase_Ideal_base,Defasagem_base,fase_ideal_num,IDA_original,IPP_origem,_ipp_reconstruido_invalido,_recuperado_algebrico,excluir_tudo,n_feat_modelo,motivo_exclusao_modelo,excluir_modelo
RA-1617,2024,5M,5,6,-1,4.926285714266666,0.1,5.571428571333333,7.51,6.875,3.2,6.1175,5.0,0.5,6.0,,16.0,2008,Feminino,2024,Quartzo,Pública,,,,,,,,,2008,16,Fase 6 (2° EM),-1,6,3.25,coletado,False,IAA,False,5,,False
RA-158,2024,5M,5,5,0,6.855159259266667,8.334,7.796296296333334,6.26,6.875,4.0,6.745,10.0,2.5,1.5,8.0,15.0,2009,Feminino,2021,Agata,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,Ametista,7.302153111111111,7.297425,,,2009,15,Fase 5 (1° EM),0,5,4.0,coletado,False,,False,5,,False
RA-306,2024,5M,5,6,-1,6.1661539474,7.917,7.699561403666666,7.51,7.34375,2.8,6.4125,5.0,3.5,1.5,3.5,16.0,2008,Feminino,2021,Agata,Pública,,Ametista,Ágata,Quartzo,6.427354572463768,5.732375,,,2008,16,Fase 6 (2° EM),-1,6,2.8333333333333335,coletado,False,,False,5,,False
RA-1618,2024,5M,5,7,-2,7.0487660130666665,8.334,7.908496732000001,7.51,7.5,6.3,6.83,5.0,5.0,7.0,7.0,17.0,2007,Masculino,2024,Ametista,Pública,,,,,,,,,2007,17,Fase 6 (2° EM),-1,7,6.333333333333333,coletado,False,,False,5,,False
RA-308,2024,5M,5,5,0,7.489282456133334,7.083,8.714912280666667,5.635,7.5,6.5,7.1225,10.0,5.5,7.0,7.0,15.0,2009,Masculino,2021,Ametista,Pública,Ametista,Ametista,Ágata,Agata,6.929611095238096,6.578558333,,,2009,15,Fase 4 (9° ano),1,5,6.5,coletado,False,,False,5,,False
RA-1619,2024,5M,5,5,0,7.393951851866667,7.501,9.259259259333334,7.51,7.5,4.2,7.205,10.0,4.0,4.5,,15.0,2009,Masculino,2024,Ametista,Pública,,,,,,,,,2009,15,Fase 4 (9° ano),1,5,4.25,coletado,False,,False,5,,False
RA-299,2024,5N,5,5,0,8.177186956533333,8.751,8.963768115999999,6.26,7.5,8.2,7.5,10.0,8.0,7.5,9.0,15.0,2009,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Topázio,Ametista,Ametista,Agata,7.278024793650793,6.796541667,,,2009,15,Fase 4 (9° ano),1,5,8.166666666666666,coletado,False,,False,5,,False
RA-251,2024,5N,5,7,-2,6.7135006212,8.751,8.612836439,5.63,6.875,4.5,7.326666667,5.0,4.0,2.5,7.0,16.0,2007,Masculino,2021,Agata,Pública,Ametista,Ametista,Ágata,Agata,7.0217378212853765,6.665208333,,,2007,17,Fase 6 (2° EM),-1,7,4.5,coletado,False,,False,5,,False
RA-157,2024,5N,5,4,1,8.950566666733334,8.334,10.0,6.26,8.125,9.7,8.726666667,10.0,10.0,9.0,10.0,14.0,2010,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Topázio,Topázio,Ametista,8.31659788888889,7.879008333,,,2010,14,Fase 4 (9° ano),1,4,9.666666666666666,coletado,False,,False,5,,False
RA-1620,2024,5N,5,7,-2,6.652766666666667,8.751,6.666666666666667,7.51,7.5,5.2,7.05,5.0,5.5,7.0,3.0,16.0,2007,Masculino,2024,Agata,Pública,,,,,,,,,2007,17,Fase 6 (2° EM),-1,7,5.166666666666667,coletado,False,,False,5,,False
RA-321,2024,5N,5,4,1,8.125807932933334,7.917,9.534706331,6.26,8.125,7.2,7.776666667,10.0,6.0,6.0,9.5,14.0,2010,Feminino,2022,Topázio,Pública,,,Ametista,Ametista,7.792205060606061,7.695233333,,,2010,14,Fase 4 (9° ano),1,4,7.166666666666667,coletado,False,,False,5,,False
RA-1195,2024,5N,5,8,-3,7.5085144926666665,9.585,9.855072463666666,5.63,7.5,6.2,7.663333333,2.5,8.0,5.0,5.5,18.0,2006,Feminino,2022,Ametista,Pública,,,,Quartzo,,5.677291667,,,2006,18,Fase 7 (3° EM),-2,8,6.166666666666667,coletado,False,,False,5,,False
RA-1200,2024,5N,5,7,-2,5.6415838956,7.917,7.099419478000001,6.26,7.5,1.5,6.27,5.0,0.0,4.5,0.0,16.0,2007,Feminino,2023,Quartzo,Pública,,,,Quartzo,,5.711166667,,,2007,17,Fase 6 (2° EM),-1,7,1.5,coletado,False,,False,5,,False
RA-278,2024,5N,5,4,1,8.907314492800001,9.168,9.855072463666666,7.51,8.125,9.3,7.946666667,10.0,9.0,9.0,10.0,14.0,2010,Masculino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Topázio,Ametista,Ametista,7.740831693121693,7.1935,,,2010,14,Fase 4 (9° ano),1,4,9.333333333333334,coletado,False,,False,5,,False
RA-85,2024,5N,5,7,-2,6.999509385733333,8.334,8.668046928999999,3.755,6.25,7.7,6.993333333,5.0,9.0,4.5,9.5,17.0,2007,Masculino,2022,Agata,Pública,,,Ágata,Ametista,6.243027512820514,7.08435,,,2007,17,Fase 7 (3° EM),-2,7,7.666666666666667,coletado,False,,False,5,,False
RA-279,2024,5N,5,5,0,9.113133333366667,9.168,10.0,7.51,8.333333333,9.3,8.726666667,10.0,10.0,8.0,10.0,15.0,2009,Masculino,2021,Topázio,Privada - Programa de Apadrinhamento,Topázio,Topázio,Topázio,Topázio,8.815164203703704,9.006266667,,,2009,15,Fase 4 (9° ano),1,5,9.333333333333334,coletado,False,,False,5,,False
RA-1621,2024,5N,5,7,-2,8.107033333366667,7.917,10.0,6.26,8.333333333,8.3,8.446666667,5.0,7.5,7.5,10.0,17.0,2007,Feminino,2024,Topázio,Pública,,,,,,,,,2007,17,Fase 6 (2° EM),-1,7,8.333333333333334,coletado,False,,False,5,,False
RA-280,2024,5N,5,5,0,8.822714492700001,7.917,9.855072463666666,6.26,8.333333333,9.3,8.67,10.0,10.0,8.0,10.0,15.0,2009,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,,Topázio,Ametista,Topázio,8.045898786731787,8.189225,,,2009,15,Fase 4 (9° ano),1,5,9.333333333333334,coletado,False,,False,5,,False
RA-1201,2024,5N,5,6,-1,8.376195238033333,8.751,9.523809523666666,7.51,8.333333333,9.0,8.56,5.0,9.0,8.0,10.0,16.0,2008,Masculino,2023,Topázio,Pública,,,,Topázio,,8.378008333,,,2008,16,Fase 6 (2° EM),-1,6,9.0,coletado,False,,False,5,,False
RA-1622,2024,5N,5,7,-2,8.429066666633334,8.334,10.0,7.51,8.333333333,9.7,7.89,5.0,10.0,9.0,10.0,16.0,2007,Feminino,2024,Topázio,Pública,,,,,,,,,2007,17,Fase 6 (2° EM),-1,7,9.666666666666666,coletado,False,,False,5,,False
RA-132,2024,6A,6,6,0,8.4746321428,8.334,8.380952380666665,7.51,8.59375,8.3,8.44,10.0,7.0,8.0,10.0,16.0,2008,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Topázio,Ametista,Topázio,Ametista,8.354717840548341,7.350625,,,2008,16,Fase 6 (2° EM),0,6,8.333333333333334,coletado,False,,False,5,,False
RA-42,2024,6A,6,7,-1,7.656628769866667,9.168,9.682539682666667,5.635,6.796875,8.2,7.134,5.0,9.0,7.5,8.0,17.0,2007,Masculino,2021,Ametista,Pública,Topázio,Ametista,Ágata,Agata,6.719708994708995,6.794516667,,,2007,17,Fase 7 (3° EM),-1,7,8.166666666666666,coletado,False,,False,5,,False
RA-1623,2024,6A,6,7,-1,7.7609537037333345,9.168,8.518518518666667,6.26,7.8125,6.0,7.666,5.0,5.5,2.5,10.0,17.0,2007,Masculino,2024,Ametista,Pública,,,,,,,,,2007,17,Fase 6 (2° EM),0,7,6.0,coletado,False,,False,5,,False
RA-106,2024,6A,6,7,-1,7.721664285733334,9.168,8.761904762,5.635,7.8125,5.7,7.872,5.0,7.0,3.5,6.5,16.0,2007,Feminino,2021,Ametista,Privada - Programa de Apadrinhamento,Topázio,Ametista,Ametista,Ametista,7.9733816513168145,7.769658333,,,2007,17,Fase 6 (2° EM),0,7,5.666666666666667,coletado,False,,False,5,,False
RA-123,2024,6A,6,8,-2,6.887248015866668,7.5,8.412698412666666,5.635,6.71875,7.2,6.43,5.0,6.5,5.5,9.5,18.0,2006,Masculino,2021,Agata,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,Agata,7.0841091954022986,6.068333333,,,2006,18,Fase 7 (3° EM),-1,8,7.166666666666667,coletado,False,,False,5,,False
RA-125,2024,6A,6,7,-1,6.627079761933334,8.334,5.6428571430000005,7.51,7.34375,6.2,7.232,5.0,3.0,7.0,8.5,17.0,2007,Feminino,2022,Agata,Privada,,,Ametista,Agata,7.619179857540927,6.989633333,,,2007,17,Fase 7 (3° EM),-1,7,6.166666666666667,coletado,False,,False,5,,False
RA-1624,2024,6A,6,8,-2,7.743213492066667,7.917,9.460317460333334,7.51,7.8125,7.5,7.636,5.0,8.0,5.5,9.0,18.0,2006,Feminino,2024,Ametista,Concluiu o 3º EM,,,,,,,,,2006,18,Fase 7 (3° EM),-1,8,7.5,coletado,False,,False,5,,False
RA-1625,2024,6A,6,7,-1,6.888194089266667,7.5,7.112887113,7.51,7.1875,4.3,6.896,5.0,3.0,2.0,8.0,17.0,2007,Masculino,2024,Agata,Pública,,,,,,,,,2007,17,Fase 6 (2° EM),0,7,4.333333333333333,coletado,False,,False,5,,False
RA-1626,2024,6A,6,6,0,8.541085606066668,8.751,9.696969697,7.51,8.28125,7.3,8.404,10.0,5.5,6.5,10.0,16.0,2008,Feminino,2024,Topázio,Pública,,,,,,,,,2008,16,Fase 6 (2° EM),0,6,7.333333333333333,coletado,False,,False,5,,False
RA-1627,2024,6A,6,7,-1,7.481547222200001,7.083,7.777777777666667,7.51,7.65625,7.8,8.172,5.0,6.0,7.5,10.0,17.0,2007,Feminino,2024,Ametista,Pública,,,,,,,,,2007,17,Fase 7 (3° EM),-1,7,7.833333333333333,coletado,False,,False,5,,False
RA-1628,2024,6A,6,6,0,7.500131368600001,8.334,8.509823509666667,7.51,6.875,5.8,6.798,10.0,3.0,5.0,9.5,16.0,2008,Feminino,2024,Ametista,Pública,,,,,,,,,2008,16,Fase 6 (2° EM),0,6,5.833333333333333,coletado,False,,False,5,,False
RA-112,2024,6A,6,7,-1,8.052609920666667,7.083,7.978174603333333,7.51,7.96875,8.0,8.004,5.0,9.5,6.0,8.5,17.0,2007,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,Ametista,7.83582013255232,7.141308333,,,2007,17,Fase 6 (2° EM),0,7,8.0,coletado,False,,False,5,,False
RA-1629,2024,6A,6,7,-1,7.560550529133334,9.585,8.645502645666667,7.51,7.1875,7.2,7.266,5.0,8.75,3.0,10.0,17.0,2007,Feminino,2024,Ametista,Pública,,,,,,,,,2007,17,Fase 7 (3° EM),-1,7,7.25,coletado,False,,False,5,,False
RA-91,2024,6L,6,8,-2,7.426704761933335,10.0,7.476190476333334,5.635,7.875,7.3,8.068,5.0,9.0,4.0,9.0,18.0,2006,Feminino,2021,Ametista,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ágata,Ametista,6.644810737664296,7.42395,,,2006,18,Fase 7 (3° EM),-1,8,7.333333333333333,coletado,False,,False,5,,False
RA-167,2024,6L,6,8,-2,8.033470175466666,8.751,9.473684210666667,6.26,8.375,8.2,8.334,5.0,8.0,6.5,10.0,18.0,2006,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,Ametista,7.7984703695652176,7.806141667,,,2006,18,Fase 7 (3° EM),-1,8,8.166666666666666,coletado,False,,False,5,,False
RA-1203,2024,6L,6,7,-1,8.9495245614,9.168,9.649122807,7.51,8.375,9.0,8.572,5.0,8.5,9.0,9.5,17.0,2007,Feminino,2023,Topázio,Privada - Programa de Apadrinhamento,,,,Ametista,,7.487841667,,,2007,17,Fase 6 (2° EM),0,7,9.0,coletado,False,,False,5,,False
RA-94,2024,6L,6,7,-1,8.637033333333335,10.0,9.666666666666666,6.26,8.375,8.0,8.2,5.0,7.0,7.0,10.0,17.0,2007,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Topázio,Topázio,Ametista,8.920648367521368,7.289333333,,,2007,17,Fase 6 (2° EM),0,7,8.0,coletado,False,,False,5,,False
RA-81,2024,6L,6,6,0,8.256566666666668,9.168,9.333333333333334,6.26,7.875,7.5,7.798,10.0,9.0,6.5,7.0,16.0,2008,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Topázio,Ametista,Ametista,7.674870047785548,7.45425,,,2008,16,Fase 6 (2° EM),0,6,7.5,coletado,False,,False,5,,False
RA-1630,2024,6L,6,6,0,8.583133333333334,8.334,9.833333333333334,7.51,8.25,7.3,8.702,10.0,9.0,9.0,4.0,16.0,2008,Masculino,2024,Topázio,Privada - Programa de Apadrinhamento,,,,,,,,,2008,16,Fase 6 (2° EM),0,6,7.333333333333333,coletado,False,,False,5,,False
RA-171,2024,6L,6,8,-2,7.3289333333333335,7.5,7.833333333333333,5.635,7.625,8.3,7.598,5.0,7.0,8.0,10.0,18.0,2006,Masculino,2022,Ametista,Pública,,,Ágata,Agata,6.580933343434343,6.293083333,,,2006,18,Fase 7 (3° EM),-1,8,8.333333333333334,coletado,False,,False,5,,False
RA-1220,2024,6L,6,8,-2,7.143244444466667,7.083,8.555555555666666,6.885,7.5,7.7,6.26,5.0,9.0,7.0,7.0,18.0,2005,Feminino,2023,Ametista,Concluiu o 3º EM,,,,Agata,,6.46725,,,2005,19,Fase 7 (3° EM),-1,8,7.666666666666667,coletado,False,,False,5,,False
RA-1631,2024,6L,6,7,-1,8.186433333333333,9.585,10.0,7.51,8.5,7.2,8.468,5.0,5.0,6.5,10.0,17.0,2007,Masculino,2024,Topázio,Privada,,,,,,,,,2007,17,Fase 7 (3° EM),-1,7,7.166666666666667,coletado,False,,False,5,,False
RA-1632,2024,6L,6,6,0,8.389333333333335,9.168,10.0,7.51,7.75,6.7,8.066,10.0,9.0,6.0,5.0,16.0,2008,Masculino,2024,Topázio,Pública,,,,,,,,,2008,16,Fase 6 (2° EM),0,6,6.666666666666667,coletado,False,,False,5,,False
RA-1210,2024,6L,6,7,-1,8.2302,9.585,10.0,7.51,7.875,5.5,8.166,5.0,5.0,6.5,5.0,17.0,2007,Feminino,2023,Topázio,Pública,,,,Ametista,,7.171083333,,,2007,17,Fase 6 (2° EM),0,7,5.5,coletado,False,,False,5,,False
RA-175,2024,6L,6,7,-1,8.024136842133334,10.0,9.473684210666667,6.26,7.5,8.5,7.766,5.0,9.5,6.5,9.5,17.0,2007,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ágata,Agata,6.749980560606062,6.569516667,,,2007,17,Fase 7 (3° EM),-1,7,8.5,coletado,False,,False,5,,False
RA-80,2024,7A,7,8,-1,8.131659175733333,8.751,7.8961292116666675,8.13,8.75,7.0,7.946666667,5.0,5.0,6.0,10.0,18.0,2006,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Topázio,Ametista,Ametista,7.2897954425019424,7.252275,,,2006,18,Fase 7 (3° EM),0,8,7.0,coletado,False,,False,5,,False
RA-40,2024,7A,7,8,-1,7.098051462066667,7.083,7.211257310000001,8.13,8.125,5.3,6.276666667,5.0,3.5,6.0,6.5,18.0,2006,Feminino,2021,Ametista,Privada - Programa de Apadrinhamento,Ametista,Ágata,Ametista,Ametista,7.2029775238095235,7.169975,,,2006,18,Fase 7 (3° EM),0,8,5.333333333333333,coletado,False,,False,5,,False
RA-1214,2024,7A,7,7,0,8.5902971362,10.0,9.081527348,8.13,8.28125,8.0,7.663333333,10.0,8.0,6.0,10.0,17.0,2007,Masculino,2023,Topázio,Pública,,,,Topázio,,8.378666667,,,2007,17,Fase 7 (3° EM),0,7,8.0,coletado,False,,False,5,,False
RA-92,2024,7A,7,8,-1,8.052279017,10.0,8.769145085,7.51,7.8125,7.5,6.33,5.0,8.0,5.0,9.5,18.0,2006,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Topázio,Ametista,Ágata,Ametista,6.957316284888314,7.375916667,,,2006,18,Fase 7 (3° EM),0,8,7.5,coletado,False,,False,5,,False
RA-45,2024,7A,7,7,0,8.743476190400001,7.5,9.619047619,9.38,8.75,8.0,8.283333333,10.0,7.5,7.0,9.5,17.0,2007,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Topázio,Ametista,Topázio,7.590972222222223,8.303591667,,,2007,17,Fase 7 (3° EM),0,7,8.0,coletado,False,,False,5,,False
RA-56,2024,7A,7,7,0,9.077020175400001,10.0,9.265350877333333,10.0,8.4375,7.7,9.233333333,10.0,8.0,6.0,9.0,17.0,2007,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Topázio,Topázio,Topázio,Topázio,8.404169666666668,8.284333333,,,2007,17,Fase 7 (3° EM),0,7,7.666666666666667,coletado,False,,False,5,,False
RA-57,2024,7A,7,8,-1,7.4193804301999995,9.585,6.010860484333333,6.88,8.59375,6.2,7.39,5.0,6.0,6.5,6.0,18.0,2006,Masculino,2021,Ametista,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,Agata,7.304722388888888,6.450875,,,2006,18,Fase 7 (3° EM),0,8,6.166666666666667,coletado,False,,False,5,,False
RA-58,2024,7A,7,7,0,8.7713289474,9.585,9.824561403666666,7.51,9.0625,7.3,8.62,10.0,8.0,6.5,7.5,17.0,2007,Masculino,2021,Topázio,Privada - Programa de Apadrinhamento,Topázio,Topázio,Topázio,Ametista,8.135882296296298,7.70625,,,2007,17,Fase 7 (3° EM),0,7,7.333333333333333,coletado,False,,False,5,,False
RA-78,2024,7A,7,8,-1,8.1780308688,8.751,8.028404344,8.755,8.4375,7.5,7.39,5.0,6.5,6.0,10.0,19.0,2005,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Ágata,Ametista,Agata,7.039504634920634,6.434625,,,2005,19,Fase 7 (3° EM),0,8,7.5,coletado,False,,False,5,,False
RA-87,2024,7A,7,7,0,9.437924561333332,8.751,9.649122807,9.375,9.375,9.2,9.623333333,10.0,10.0,7.5,10.0,17.0,2007,Masculino,2021,Topázio,Privada - Programa de Apadrinhamento,,Ametista,Topázio,Topázio,8.71196797863248,8.6625,,,2007,17,Fase 6 (2° EM),1,7,9.166666666666666,coletado,False,,False,5,,False
RA-64,2024,7A,7,8,-1,8.743607059266667,10.0,8.980785296666667,8.135,8.4375,8.2,8.283333333,5.0,8.0,6.5,10.0,18.0,2006,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Topázio,Ametista,Ametista,7.3675192298474945,7.452541667,,,2006,18,Fase 7 (3° EM),0,8,8.166666666666666,coletado,False,,False,5,,False
RA-48,2024,7A,7,7,0,8.402390371800001,7.917,8.339076859,9.375,8.59375,7.5,8.23,10.0,6.5,6.0,10.0,17.0,2007,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,Ametista,8.005754301587302,7.797058333,,,2007,17,Fase 7 (3° EM),0,7,7.5,coletado,False,,False,5,,False
RA-1230,2024,7E,7,7,0,4.7612000000000005,7.917,0.0,7.195,7.5,0.0,7.5,10.0,0.0,0.0,0.0,17.0,2007,Feminino,2021,Quartzo,Privada - Programa de Apadrinhamento,,,,,,,,,2007,17,Fase 7 (3° EM),0,7,0.0,coletado,False,,False,5,,False
RA-90,2024,7E,7,5,2,8.352033333333335,10.0,9.0,6.885,7.5,8.1,7.5,10.0,7.7,8.3,8.2,15.0,2009,Feminino,2021,Topázio,Privada *Parcerias com Bolsa 100%,Topázio,Topázio,Topázio,Topázio,9.441521857142858,8.699408333,,,2009,15,Fase 5 (1° EM),2,5,8.066666666666666,coletado,False,,False,5,,False
RA-269,2024,7E,7,5,2,8.4773,9.168,9.6,7.505,7.5,8.2,7.5,10.0,8.1,8.6,7.9,15.0,2009,Masculino,2022,Topázio,Privada *Parcerias com Bolsa 100%,,,Topázio,Topázio,8.230908478550688,8.116041667,,,2009,15,Fase 5 (1° EM),2,5,8.200000000000001,coletado,False,,False,5,,False
RA-270,2024,7E,7,5,2,4.79255,9.168,0.0,6.2575,7.5,0.0,7.5,10.0,0.0,0.0,0.0,15.0,2009,Feminino,2021,Quartzo,Privada - Programa de Apadrinhamento,Ametista,Topázio,Topázio,Ametista,8.225582168498168,7.982633333,,,2009,15,Fase 5 (1° EM),2,5,0.0,coletado,False,,False,5,,False
RA-76,2024,7E,7,7,0,8.152033333333334,10.0,9.0,6.885,7.5,7.1,7.5,10.0,7.3,7.8,6.1,16.0,2007,Feminino,2021,Topázio,Privada *Parcerias com Bolsa 100%,Ametista,Topázio,Topázio,,9.105280944444445,,,,2007,17,Fase 5 (1° EM),2,7,7.066666666666666,coletado,False,,False,5,,False
RA-153,2024,7E,7,6,1,4.78185,8.751,0.0,6.5675,7.5,0.0,7.5,10.0,0.0,0.0,0.0,16.0,2008,Feminino,2021,Quartzo,Privada - Programa de Apadrinhamento,Ágata,Ametista,Ametista,Ametista,7.535259906926407,7.289966667,,,2008,16,Fase 5 (1° EM),2,6,0.0,coletado,False,,False,5,,False
RA-1226,2024,7E,7,7,0,7.785233333333334,8.334,9.0,6.885,7.5,6.1,7.5,10.0,6.0,6.2,6.0,17.0,2007,Feminino,2021,Ametista,Privada *Parcerias com Bolsa 100%,,,,,,,,,2007,17,Fase 7 (3° EM),0,7,6.066666666666666,coletado,False,,False,5,,False
RA-93,2024,7E,7,7,0,8.275550000066668,9.168,9.931666667,6.2575,7.5,7.5,7.5,10.0,6.75,7.2,8.5,17.0,2007,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Topázio,Topázio,,8.940600419054803,,,,2007,17,Fase 6 (2° EM),1,7,7.483333333333333,coletado,False,,False,5,,False
RA-119,2024,7E,7,6,1,8.085299999933333,7.083,9.983333333,6.57,7.5,7.4,7.5,10.0,6.05,7.5,8.55,16.0,2008,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Ágata,Ametista,,7.500521257187258,,,,2008,16,Fase 6 (2° EM),1,6,7.366666666666667,coletado,False,,False,5,,False
RA-241,2024,7E,7,6,1,8.311616666733334,10.0,9.891666667,7.1975,7.5,6.8,7.5,10.0,6.15,7.2,7.1,16.0,2008,Masculino,2021,Topázio,Privada *Parcerias com Bolsa 100%,Ametista,Topázio,Topázio,Ametista,8.467711333333334,7.016,,,2008,16,Fase 5 (1° EM),2,6,6.816666666666667,coletado,False,,False,5,,False
RA-242,2024,7E,7,5,2,8.2887,9.585,9.621,6.26,7.5,7.7,7.5,10.0,8.05,8.05,6.85,15.0,2009,Masculino,2021,Topázio,Privada *Parcerias com Bolsa 100%,Ametista,Ametista,Topázio,Topázio,8.672919666666665,8.221841667,,,2009,15,Fase 5 (1° EM),2,5,7.650000000000001,coletado,False,,False,5,,False
RA-52,2024,7E,7,5,2,8.144466666733333,8.751,9.437666667,6.885,7.5,7.2,7.5,10.0,6.8,8.85,6.0,15.0,2009,Masculino,2021,Topázio,Privada *Parcerias com Bolsa 100%,Topázio,Ametista,Ametista,Ametista,7.8608746825396825,7.9642,,,2009,15,Fase 5 (1° EM),2,5,7.216666666666666,coletado,False,,False,5,,False
RA-1227,2024,7E,7,8,-1,4.8446,8.751,0.0,7.195,7.5,0.0,7.5,5.0,0.0,0.0,0.0,17.0,2006,Feminino,2021,Quartzo,Privada - Programa de Apadrinhamento,,,,,,,,,2006,18,Fase 7 (3° EM),0,8,0.0,coletado,False,,False,5,,False
RA-245,2024,7E,7,6,1,8.452633333266668,9.168,9.953333333,6.885,7.5,8.0,7.5,10.0,8.4,7.6,8.1,16.0,2008,Masculino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Topázio,Topázio,Ametista,8.655707365079365,7.171166667,,,2008,16,Fase 5 (1° EM),2,6,8.033333333333333,coletado,False,,False,5,,False
RA-246,2024,7E,7,5,2,4.7404,8.334,0.0,6.57,7.5,0.0,7.5,10.0,0.0,0.0,0.0,15.0,2009,Masculino,2022,Quartzo,Privada *Parcerias com Bolsa 100%,,,Topázio,Topázio,8.639021494227995,8.256766667,,,2009,15,Fase 5 (1° EM),2,5,0.0,coletado,False,,False,5,,False
RA-1228,2024,7E,7,8,-1,4.8761,8.751,0.0,7.51,7.5,0.0,7.5,5.0,0.0,0.0,0.0,18.0,2006,Feminino,2021,Quartzo,Privada - Programa de Apadrinhamento,,,,,,,,,2006,18,Fase 7 (3° EM),0,8,0.0,coletado,False,,False,5,,False
RA-1229,2024,7E,7,8,-1,4.8238,9.168,0.0,6.57,7.5,0.0,7.5,5.0,0.0,0.0,0.0,17.0,2006,Feminino,2021,Quartzo,Privada - Programa de Apadrinhamento,,,,,,,,,2006,18,Fase 7 (3° EM),0,8,0.0,coletado,False,,False,5,,False
RA-98,2024,7E,7,7,0,8.617450000000002,9.585,9.546,7.1975,7.5,8.9,7.5,10.0,9.2,8.9,8.6,16.0,2007,Feminino,2021,Topázio,Privada *Parcerias com Bolsa 100%,Topázio,Topázio,Topázio,,9.354308222222222,,,,2007,17,Fase 6 (2° EM),1,7,8.9,coletado,False,,False,5,,False
RA-277,2024,7E,7,6,1,8.0689833334,8.334,9.741666667,6.5725,7.5,6.9,7.5,10.0,6.5,8.15,6.05,16.0,2008,Masculino,2021,Topázio,Privada *Parcerias com Bolsa 100%,,Ametista,Ametista,Ametista,7.411457833333333,7.7284,,,2008,16,Fase 5 (1° EM),2,6,6.8999999999999995,coletado,False,,False,5,,False
RA-172,2024,7E,7,6,1,8.128766666666667,8.751,9.8,6.57,7.5,6.9,7.5,10.0,6.7,7.7,6.4,16.0,2008,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Topázio,Topázio,,8.67342461904762,,,,2008,16,Fase 6 (2° EM),1,6,6.933333333333334,coletado,False,,False,5,,False
RA-291,2024,7E,7,5,2,7.9319666667333335,8.751,9.737666667,6.26,7.5,6.2,7.5,10.0,6.0,6.5,6.0,15.0,2009,Masculino,2022,Ametista,Privada - Programa de Apadrinhamento,,,Topázio,Topázio,8.121970030303032,8.493058333,,,2009,15,Fase 5 (1° EM),2,5,6.166666666666667,coletado,False,,False,5,,False
RA-86,2024,7E,7,8,-1,7.611233333266666,6.667,9.704333333,6.57,7.5,5.5,7.5,5.0,6.35,6.3,3.8,18.0,2006,Masculino,2021,Ametista,Privada *Parcerias com Bolsa 100%,Topázio,Ametista,Ametista,,7.566015304972806,,,,2006,18,Fase 7 (3° EM),0,8,5.483333333333333,coletado,False,,False,5,,False
RA-143,2024,7E,7,5,2,7.449366666666667,10.0,9.92,6.885,7.5,2.6,7.5,10.0,0.0,0.0,7.9,15.0,2009,Masculino,2021,Ametista,Privada - Programa de Apadrinhamento,Topázio,Topázio,Topázio,Ametista,8.63847438888889,7.794358333,,,2009,15,Fase 5 (1° EM),2,5,2.6333333333333333,coletado,False,,False,5,,False
RA-166,2024,7E,7,6,1,8.243183333333334,8.334,9.246,6.5725,7.5,8.3,7.5,10.0,8.2,7.8,8.8,16.0,2008,Masculino,2021,Topázio,Privada *Parcerias com Bolsa 100%,Ametista,Ametista,Topázio,Topázio,8.253049807035875,8.105583333,,,2008,16,Fase 6 (2° EM),1,6,8.266666666666667,coletado,False,,False,5,,False
