RA,Ano,Fase,fase_num,Fase_Ideal,Defasagem,INDE_ano,IAA,IEG,IPS,IPP,IDA,IPV,IAN,Mat,Por,Ing,Idade,ano_nasc_obs,Gênero,Ano ingresso,Pedra_ano,Instituicao,Pedra20,Pedra21,Pedra22_hist,Pedra23_hist,INDE22_hist,INDE23_hist,Atingiu_PV,Rec_Psicologia
RA-116,2022,4,4,Fase 6 (2º EM),-2,6.854,5.8,8.1,6.3,,5.9,7.792,5.0,5.0,7.2,5.5,16.0,2006,Menina,2019,Ágata,Escola Pública,Ametista,Ágata,Ágata,,,,Não,Sem limitações
RA-117,2022,4,4,Fase 5 (1º EM),-1,6.685,7.9,6.3,6.9,,6.1,7.417,5.0,4.7,6.7,7.0,15.0,2007,Menina,2022,Ágata,Escola Pública,,,Ágata,,,,Não,Requer avaliação
RA-118,2022,4,4,Fase 4 (9º ano),0,5.597,0.0,5.3,6.3,,3.9,6.958,10.0,3.7,4.7,3.5,14.0,2008,Menina,2021,Quartzo,Escola Pública,,Ametista,Quartzo,,,,Não,Sem limitações
RA-119,2022,4,4,Fase 4 (9º ano),0,7.501,8.3,8.2,5.6,,5.4,7.875,10.0,5.7,7.0,3.4,14.0,2008,Menina,2016,Ametista,Rede Decisão,Ametista,Ágata,Ametista,,,,Não,Requer avaliação
RA-120,2022,4,4,Fase 5 (1º EM),-1,6.825,8.3,5.9,7.5,,6.2,7.667,5.0,3.7,5.2,9.7,15.0,2007,Menino,2019,Ágata,Escola Pública,Ametista,Ametista,Ágata,,,,Não,Não atendido
RA-121,2022,4,4,Fase 6 (2º EM),-2,7.245,7.1,8.4,6.3,,7.2,7.625,5.0,5.7,6.8,9.0,16.0,2006,Menina,2021,Ametista,Escola Pública,,Ágata,Ametista,,,,Não,Sem limitações
RA-122,2022,4,4,Fase 4 (9º ano),0,5.061,7.9,3.4,7.5,,1.8,4.958,10.0,1.7,3.7,0.0,14.0,2008,Menina,2019,Quartzo,Escola Pública,Ágata,Quartzo,Quartzo,,,,Não,Não atendido
RA-123,2022,4,4,Fase 6 (2º EM),-2,7.084,7.9,8.6,5.6,,6.5,7.292,5.0,7.3,6.3,5.9,16.0,2006,Menino,2017,Ametista,Rede Decisão,Ametista,Ametista,Ametista,,,,Não,Requer avaliação
RA-124,2022,4,4,Fase 4 (9º ano),0,7.388,7.9,7.8,5.0,,6.7,7.167,10.0,5.7,7.0,7.5,14.0,2008,Menino,2016,Ametista,Rede Decisão,Ametista,Ametista,Ametista,,,,Não,Requer avaliação
RA-125,2022,4,4,Fase 5 (1º EM),-1,7.619,8.8,8.5,7.5,,7.1,7.75,5.0,5.0,7.2,9.2,15.0,2007,Menina,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Não atendido
RA-126,2022,4,4,Fase 5 (1º EM),-1,6.289,7.1,5.8,7.5,,4.4,7.417,5.0,4.0,5.0,4.2,15.0,2007,Menino,2018,Ágata,Escola Pública,Ametista,Ametista,Ágata,,,,Não,Não atendido
RA-127,2022,4,4,Fase 4 (9º ano),0,8.283,7.5,8.7,7.5,,7.9,8.125,10.0,7.7,7.7,8.3,14.0,2008,Menina,2022,Topázio,Escola Pública,,,Topázio,,,,Não,Não atendido
RA-128,2022,4,4,Fase 5 (1º EM),-1,5.563,0.0,6.2,7.5,,5.6,6.167,5.0,6.7,6.8,3.2,15.0,2007,Menino,2019,Quartzo,Escola Pública,Ametista,Ágata,Quartzo,,,,Não,Não atendido
RA-129,2022,4,4,Fase 5 (1º EM),-1,6.926,6.7,6.4,7.5,,6.7,7.792,5.0,6.0,5.3,8.7,15.0,2007,Menino,2019,Ágata,Escola Pública,Ametista,Ametista,Ágata,,,,Não,Não atendido
RA-130,2022,4,4,Fase 6 (2º EM),-2,5.624,8.3,4.7,5.0,,4.1,6.5,5.0,3.7,5.2,3.5,16.0,2006,Menina,2018,Quartzo,Escola Pública,Quartzo,Ágata,Quartzo,,,,Não,Requer avaliação
RA-131,2022,4,4,Fase 5 (1º EM),-1,7.174,8.8,9.0,5.6,,5.6,7.75,5.0,6.0,6.5,4.2,15.0,2007,Menina,2016,Ametista,Escola Pública,Topázio,Ametista,Ametista,,,,Não,Sem limitações
RA-132,2022,4,4,Fase 4 (9º ano),0,8.355,10.0,8.8,5.6,,7.7,8.458,10.0,6.5,7.5,9.1,14.0,2008,Menina,2019,Topázio,Rede Decisão,Topázio,Ametista,Topázio,,,,Sim,Sem limitações
RA-133,2022,4,4,Fase 5 (1º EM),-1,6.875,7.9,7.1,7.5,,5.6,7.625,5.0,4.7,7.2,5.0,15.0,2007,Menina,2016,Ágata,Escola Pública,Ametista,Quartzo,Ágata,,,,Não,Não atendido
RA-134,2022,4,4,Fase 5 (1º EM),-1,6.607,8.8,6.8,7.5,,4.7,7.375,5.0,4.7,6.8,2.5,15.0,2007,Menina,2021,Ágata,Escola Pública,,Ágata,Ágata,,,,Não,Não atendido
RA-135,2022,4,4,Fase 5 (1º EM),-1,7.692,8.3,7.8,5.6,,8.6,8.583,5.0,8.0,8.2,9.5,15.0,2007,Menina,2019,Ametista,Escola Pública,Topázio,Ametista,Ametista,,,,Sim,Sem limitações
RA-136,2022,4,4,Fase 5 (1º EM),-1,6.478,10.0,6.3,7.5,,4.6,6.667,5.0,5.3,5.7,2.8,15.0,2007,Menino,2019,Ágata,Escola Pública,Ágata,Ágata,Ágata,,,,Não,Não atendido
RA-137,2022,4,4,Fase 7 (3º EM),-3,7.056,7.5,8.9,5.0,,7.3,7.792,2.5,6.0,7.3,8.5,17.0,2005,Menina,2016,Ametista,Rede Decisão,Quartzo,Ágata,Ametista,,,,Não,Requer avaliação
RA-138,2022,4,4,Fase 5 (1º EM),-1,6.738,9.6,8.0,5.6,,5.6,6.375,5.0,5.0,6.5,5.2,15.0,2007,Menino,2016,Ágata,Escola Pública,Ametista,Ágata,Ágata,,,,Não,Requer avaliação
RA-139,2022,4,4,Fase 7 (3º EM),-3,3.738,7.1,3.5,5.0,,1.4,3.917,2.5,1.7,2.7,0.0,17.0,2005,Menino,2019,Quartzo,Escola Pública,Quartzo,Ágata,Quartzo,,,,Não,Requer avaliação
RA-140,2022,4,4,Fase 4 (9º ano),0,7.407,7.9,7.6,6.9,,5.7,7.667,10.0,5.0,6.5,5.6,14.0,2008,Menina,2021,Ametista,Escola Pública,,Ametista,Ametista,,,,Não,Não atendido
RA-141,2022,4,4,Fase 4 (9º ano),0,7.118,9.2,8.2,5.6,,5.7,5.917,10.0,5.8,6.2,5.0,14.0,2008,Menino,2017,Ametista,Escola Pública,Ágata,Ágata,Ametista,,,,Não,Requer avaliação
RA-142,2022,4,4,Fase 4 (9º ano),0,7.457,6.7,8.6,5.6,,6.3,7.583,10.0,6.0,6.8,6.0,14.0,2008,Menina,2021,Ametista,Escola Pública,,Ágata,Ametista,,,,Não,Requer avaliação
RA-143,2022,4,4,Fase 3 (7º e 8º ano),1,8.638,8.3,9.9,5.6,,7.9,9.5,10.0,9.7,7.7,6.4,13.0,2009,Menino,2019,Topázio,Rede Decisão,Topázio,Topázio,Topázio,,,,Sim,Sem limitações
RA-144,2022,4,4,Fase 4 (9º ano),0,8.181,7.5,9.3,5.0,,7.9,8.292,10.0,7.5,7.2,9.0,14.0,2008,Menina,2017,Topázio,Rede Decisão,Ágata,Quartzo,Topázio,,,,Não,Requer avaliação
RA-145,2022,4,4,Fase 6 (2º EM),-2,5.846,0.0,6.3,8.1,,5.2,7.25,5.0,3.0,4.8,7.8,16.0,2006,Menino,2017,Quartzo,Escola Pública,Ágata,Ágata,Quartzo,,,,Não,Sem limitações
RA-146,2022,4,4,Fase 5 (1º EM),-1,7.947,8.3,9.2,7.5,,7.9,8.208,5.0,6.3,7.3,10.0,15.0,2007,Menina,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Não atendido
RA-147,2022,4,4,Fase 4 (9º ano),0,7.541,8.3,7.7,7.5,,6.1,7.25,10.0,5.8,4.8,7.7,14.0,2008,Menina,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Não atendido
RA-148,2022,4,4,Fase 4 (9º ano),0,7.894,9.2,7.9,10.0,,5.3,7.708,10.0,4.7,6.3,5.0,14.0,2008,Menino,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Sem limitações
RA-149,2022,4,4,Fase 5 (1º EM),-1,6.323,9.2,6.5,7.5,,5.0,6.125,5.0,4.0,6.0,,15.0,2007,Menina,2022,Ágata,Escola Pública,,,Ágata,,,,Não,Não atendido
RA-150,2022,4,4,Fase 6 (2º EM),-2,6.962,9.6,6.3,6.9,,6.9,7.333,5.0,5.3,6.7,8.6,16.0,2006,Menina,2020,Ágata,Escola Pública,Ametista,Ametista,Ágata,,,,Não,Sem limitações
RA-151,2022,4,4,Fase 6 (2º EM),-2,7.563,8.8,7.5,6.9,,8.3,7.958,5.0,7.3,8.0,9.5,16.0,2006,Menina,2020,Ametista,Escola Pública,Ametista,Ametista,Ametista,,,,Não,Sem limitações
RA-152,2022,4,4,Fase 6 (2º EM),-2,6.712,8.3,7.0,7.5,,6.5,6.292,5.0,4.0,7.0,8.5,16.0,2006,Menina,2022,Ágata,Escola Pública,,,Ágata,,,,Não,Não atendido
RA-153,2022,4,4,Fase 4 (9º ano),0,7.535,7.9,8.2,5.0,,6.6,7.708,10.0,3.3,7.7,8.8,14.0,2008,Menina,2018,Ametista,Rede Decisão,Ágata,Ametista,Ametista,,,,Não,Requer avaliação
RA-154,2022,4,4,Fase 5 (1º EM),-1,6.073,8.3,6.1,6.3,,4.0,6.833,5.0,3.7,6.2,2.1,15.0,2007,Menino,2017,Ágata,Escola Pública,Ágata,Ágata,Ágata,,,,Não,Sem limitações
RA-155,2022,4,4,Fase 6 (2º EM),-2,7.051,10.0,8.3,7.5,,5.2,6.833,5.0,4.3,6.8,4.3,16.0,2006,Menino,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Não atendido
RA-156,2022,4,4,Fase 5 (1º EM),-1,7.357,10.0,8.3,9.4,,4.4,7.792,5.0,4.7,6.5,2.1,15.0,2007,Menino,2018,Ametista,Escola Pública,Ametista,Ágata,Ametista,,,,Não,Sem limitações
RA-157,2022,4,4,Fase 3 (7º e 8º ano),1,8.317,7.5,10.0,6.3,,7.7,8.292,10.0,7.0,7.5,8.7,12.0,2010,Menina,2018,Topázio,Rede Decisão,Ametista,Topázio,Topázio,,,,Não,Requer avaliação
RA-158,2022,4,4,Fase 7 (3º EM),-3,7.302,7.9,9.8,5.6,,6.6,8.125,2.5,5.0,6.7,8.1,17.0,2005,Menina,2017,Ametista,Rede Decisão,Ametista,Ametista,Ametista,,,,Não,Requer avaliação
RA-159,2022,4,4,Fase 5 (1º EM),-1,6.49,8.3,8.1,5.6,,4.7,6.458,5.0,4.3,5.8,3.9,15.0,2007,Menina,2021,Ágata,Escola Pública,,Ametista,Ágata,,,,Não,Requer avaliação
RA-160,2022,4,4,Fase 5 (1º EM),-1,6.746,7.5,7.2,5.6,,5.3,8.25,5.0,2.7,6.0,7.1,15.0,2007,Menina,2021,Ágata,Escola Pública,,Ágata,Ágata,,,,Não,Requer avaliação
RA-161,2022,4,4,Fase 2 (5º e 6º ano),2,7.957,7.9,9.1,5.6,,6.9,8.083,10.0,5.3,6.8,8.5,11.0,2011,Menina,2018,Ametista,Rede Decisão,Ametista,Ametista,Ametista,,,,Não,Requer avaliação
RA-162,2022,4,4,Fase 4 (9º ano),0,7.215,6.7,8.5,7.5,,5.5,6.542,10.0,4.7,5.5,6.4,14.0,2008,Menina,2021,Ametista,Escola Pública,,Ágata,Ametista,,,,Não,Requer avaliação
RA-163,2022,4,4,Fase 5 (1º EM),-1,6.797,8.8,7.9,5.6,,6.7,6.5,5.0,6.5,6.3,7.4,15.0,2007,Menina,2021,Ágata,Escola Pública,,Ágata,Ágata,,,,Não,Requer avaliação
RA-164,2022,4,4,Fase 6 (2º EM),-2,6.776,8.3,7.3,5.6,,6.5,7.208,5.0,4.7,6.5,8.3,16.0,2006,Menino,2018,Ágata,Escola Pública,Ágata,Ágata,Ágata,,,,Não,Requer avaliação
RA-165,2022,4,4,Fase 4 (9º ano),0,8.063,7.1,9.8,5.6,,7.6,7.5,10.0,5.3,7.8,9.7,14.0,2008,Menina,2017,Topázio,Rede Decisão,Ametista,Ametista,Topázio,,,,Não,Sem limitações
RA-166,2022,4,4,Fase 4 (9º ano),0,8.253,9.2,9.0,6.3,,8.1,7.542,10.0,7.0,7.2,10.0,14.0,2008,Menino,2020,Topázio,Escola Pública,Ametista,Ametista,Topázio,,,,Não,Sem limitações
RA-167,2022,4,4,Fase 6 (2º EM),-2,7.798,9.2,9.7,5.6,,7.9,7.833,5.0,9.3,8.0,6.3,16.0,2006,Menina,2018,Ametista,Rede Decisão,Ametista,Ametista,Ametista,,,,Não,Requer avaliação
RA-168,2022,4,4,Fase 5 (1º EM),-1,6.917,7.9,8.3,6.3,,5.9,7.083,5.0,4.7,8.2,5.0,15.0,2007,Menina,2018,Ágata,Rede Decisão,Ametista,Ametista,Ágata,,,,Não,Sem limitações
RA-169,2022,4,4,Fase 5 (1º EM),-1,5.159,7.5,5.1,6.3,,3.2,4.792,5.0,1.3,4.5,3.8,15.0,2007,Menina,2018,Quartzo,Escola Pública,Ágata,Ágata,Quartzo,,,,Não,Sem limitações
RA-170,2022,4,4,Fase 4 (9º ano),0,7.007,8.3,9.2,5.6,,4.9,5.792,10.0,3.7,6.7,4.3,14.0,2008,Menina,2018,Ágata,Rede Decisão,Ametista,Ametista,Ágata,,,,Não,Requer avaliação
RA-171,2022,4,4,Fase 6 (2º EM),-2,6.581,7.5,6.8,7.5,,5.5,6.875,5.0,3.0,8.0,,16.0,2006,Menino,2022,Ágata,Escola Pública,,,Ágata,,,,Não,Sem limitações
RA-172,2022,4,4,Fase 4 (9º ano),0,8.673,9.2,8.9,9.4,,7.3,8.917,10.0,6.0,7.7,8.1,14.0,2008,Menina,2018,Topázio,Rede Decisão,Ametista,Topázio,Topázio,,,,Sim,Sem limitações
RA-173,2022,4,4,Fase 7 (3º EM),-3,7.816,8.3,9.2,6.9,,7.9,9.25,2.5,9.0,7.5,7.1,17.0,2005,Menino,2019,Ametista,Rede Decisão,Ametista,Ametista,Ametista,,,,Sim,Requer avaliação
RA-174,2022,4,4,Fase 5 (1º EM),-1,6.075,7.9,6.2,7.5,,4.4,6.042,5.0,4.0,5.3,3.8,15.0,2007,Menina,2019,Ágata,Escola Pública,Ágata,Ágata,Ágata,,,,Não,Sem limitações
RA-175,2022,4,4,Fase 5 (1º EM),-1,6.75,8.3,9.2,5.6,,5.9,5.833,5.0,4.7,7.2,5.9,15.0,2007,Menina,2018,Ágata,Rede Decisão,Ametista,Ametista,Ágata,,,,Não,Requer avaliação
RA-176,2022,3,3,Fase 3 (7º e 8º ano),0,8.427,9.6,9.1,5.6,,6.9,9.083,10.0,5.1,6.8,8.7,13.0,2009,Menina,2018,Topázio,Rede Decisão,Topázio,Ametista,Topázio,,,,Sim,Requer avaliação
RA-177,2022,3,3,Fase 3 (7º e 8º ano),0,7.424,7.9,8.8,4.4,,6.8,6.958,10.0,6.0,7.5,,13.0,2009,Menina,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Requer avaliação
RA-178,2022,3,3,Fase 3 (7º e 8º ano),0,7.025,0.0,8.8,4.4,,6.3,8.458,10.0,6.2,5.3,7.3,13.0,2009,Menina,2016,Ágata,Rede Decisão,Ametista,Ametista,Ágata,,,,Sim,Requer avaliação
RA-179,2022,3,3,Fase 3 (7º e 8º ano),0,7.993,7.5,9.2,7.5,,6.1,8.042,10.0,3.7,6.7,8.0,12.0,2010,Menino,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Sem limitações
RA-180,2022,3,3,Fase 3 (7º e 8º ano),0,8.442,9.2,8.3,6.3,,8.1,8.625,10.0,7.7,8.3,8.3,12.0,2010,Menino,2018,Topázio,Rede Decisão,Topázio,Topázio,Topázio,,,,Sim,Requer avaliação
RA-181,2022,3,3,Fase 3 (7º e 8º ano),0,8.623,9.2,9.5,8.8,,6.8,8.458,10.0,6.8,7.3,6.2,13.0,2009,Menina,2019,Topázio,Rede Decisão,Topázio,Ametista,Topázio,,,,Sim,Não atendido
RA-182,2022,3,3,Fase 6 (2º EM),-3,6.328,7.5,8.0,7.5,,4.1,6.958,2.5,1.3,5.7,5.4,16.0,2006,Menina,2021,Ágata,Escola Pública,,Quartzo,Ágata,,,,Não,Não atendido
RA-183,2022,3,3,Fase 3 (7º e 8º ano),0,7.3,8.3,8.8,7.5,,3.8,7.25,10.0,0.0,7.5,,13.0,2009,Menina,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Não atendido
RA-184,2022,3,3,Fase 6 (2º EM),-3,7.28,8.8,7.7,7.5,,7.2,8.0,2.5,5.0,7.3,9.3,16.0,2006,Menino,2019,Ametista,Escola Pública,Ametista,Ametista,Ametista,,,,Não,Não atendido
RA-185,2022,3,3,Fase 5 (1º EM),-2,6.615,7.9,7.7,7.5,,4.5,6.875,5.0,3.3,5.7,4.5,15.0,2007,Menino,2021,Ágata,Escola Pública,,Quartzo,Ágata,,,,Não,Não atendido
RA-186,2022,3,3,Fase 3 (7º e 8º ano),0,7.832,8.3,8.5,7.5,,6.6,7.5,10.0,6.0,5.7,8.0,13.0,2009,Menina,2019,Ametista,Escola Pública,Ametista,Ametista,Ametista,,,,Não,Não atendido
RA-187,2022,3,3,Fase 3 (7º e 8º ano),0,7.928,8.8,8.9,7.5,,5.8,7.917,10.0,5.3,7.2,4.8,12.0,2010,Menina,2019,Ametista,Rede Decisão,Ametista,Topázio,Ametista,,,,Não,Não atendido
RA-188,2022,3,3,Fase 4 (9º ano),-1,5.307,0.0,6.1,7.5,,2.7,7.583,5.0,3.0,3.2,2.0,14.0,2008,Menino,2021,Quartzo,Escola Pública,,Ametista,Quartzo,,,,Não,Não atendido
RA-189,2022,3,3,Fase 4 (9º ano),-1,7.629,10.0,9.7,5.0,,7.2,7.333,5.0,6.3,7.2,8.0,14.0,2008,Menino,2018,Ametista,Rede Decisão,Ametista,Ametista,Ametista,,,,Não,Requer avaliação
RA-190,2022,3,3,Fase 3 (7º e 8º ano),0,7.335,6.7,6.9,8.8,,6.3,7.25,10.0,5.0,7.5,,13.0,2009,Menina,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Não atendido
RA-191,2022,3,3,Fase 3 (7º e 8º ano),0,8.74,10.0,9.4,8.8,,7.2,8.5,10.0,8.0,7.2,6.3,13.0,2009,Menino,2019,Topázio,Rede Decisão,Topázio,Topázio,Topázio,,,,Sim,Não atendido
RA-192,2022,3,3,Fase 5 (1º EM),-2,4.932,8.8,3.6,7.5,,2.7,4.708,5.0,1.7,4.7,1.7,15.0,2007,Menino,2021,Quartzo,Escola Pública,,Quartzo,Quartzo,,,,Não,Não atendido
RA-193,2022,3,3,Fase 3 (7º e 8º ano),0,8.155,9.2,8.9,5.6,,6.7,8.5,10.0,5.0,6.3,8.7,12.0,2010,Menino,2016,Topázio,Rede Decisão,Topázio,Topázio,Topázio,,,,Sim,Sem limitações
RA-194,2022,3,3,Fase 4 (9º ano),-1,4.265,0.0,6.2,5.0,,3.2,3.75,5.0,3.7,5.8,0.0,14.0,2008,Menina,2022,Quartzo,Escola Pública,,,Quartzo,,,,Não,Requer avaliação
RA-195,2022,3,3,Fase 3 (7º e 8º ano),0,8.017,8.8,9.2,5.0,,6.3,8.25,10.0,6.8,6.3,5.8,13.0,2009,Menina,2017,Ametista,Rede Decisão,Ametista,Ametista,Ametista,,,,Não,Requer avaliação
RA-196,2022,3,3,Fase 3 (7º e 8º ano),0,8.124,9.2,9.1,7.5,,5.1,8.625,10.0,4.0,6.0,5.3,12.0,2010,Menino,2018,Topázio,Rede Decisão,Ametista,Topázio,Topázio,,,,Sim,Não atendido
RA-197,2022,3,3,Fase 3 (7º e 8º ano),0,8.218,8.8,9.7,4.4,,7.3,8.292,10.0,6.0,7.5,8.3,13.0,2009,Menina,2021,Topázio,Rede Decisão,,Topázio,Topázio,,,,Não,Requer avaliação
RA-198,2022,3,3,Fase 3 (7º e 8º ano),0,5.554,0.0,6.2,5.0,,4.6,5.958,10.0,5.2,5.8,2.8,13.0,2009,Menino,2017,Quartzo,Escola Pública,Ametista,Quartzo,Quartzo,,,,Não,Requer avaliação
RA-199,2022,3,3,Fase 3 (7º e 8º ano),0,7.564,8.3,7.1,7.5,,7.5,6.458,10.0,5.7,7.8,9.0,13.0,2009,Menino,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Não atendido
RA-200,2022,3,3,Fase 5 (1º EM),-2,5.705,7.9,5.6,4.4,,5.5,4.917,5.0,4.7,5.0,6.8,15.0,2007,Menino,2018,Quartzo,Escola JP II,Quartzo,Quartzo,Quartzo,,,,Não,Requer avaliação
RA-201,2022,3,3,Fase 5 (1º EM),-2,7.078,7.9,7.3,7.5,,6.5,7.542,5.0,6.0,7.2,6.3,15.0,2007,Menina,2021,Ametista,Escola Pública,,Ágata,Ametista,,,,Não,Não atendido
RA-202,2022,3,3,Fase 4 (9º ano),-1,5.201,0.0,5.2,4.4,,5.4,6.917,5.0,6.3,5.8,4.2,14.0,2008,Menina,2017,Quartzo,Escola Pública,Ametista,Ametista,Quartzo,,,,Não,Requer avaliação
RA-203,2022,3,3,Fase 4 (9º ano),-1,5.669,8.8,4.3,7.5,,2.8,6.875,5.0,2.3,3.5,2.5,14.0,2008,Menina,2021,Quartzo,Escola Pública,,Ametista,Quartzo,,,,Não,Não atendido
RA-204,2022,3,3,Fase 3 (7º e 8º ano),0,6.943,7.9,6.7,4.4,,7.4,5.708,10.0,5.3,8.5,8.5,13.0,2009,Menina,2019,Ágata,Escola Pública,Ametista,Ametista,Ágata,,,,Não,Requer avaliação
RA-205,2022,3,3,Fase 4 (9º ano),-1,5.372,9.6,3.8,7.5,,4.1,4.833,5.0,5.7,1.7,5.0,14.0,2008,Menino,2020,Quartzo,Escola Pública,Ametista,Ametista,Quartzo,,,,Não,Não atendido
RA-206,2022,3,3,Fase 3 (7º e 8º ano),0,7.101,8.3,8.8,7.5,,5.0,5.167,10.0,4.0,6.0,,12.0,2010,Menina,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Não atendido
RA-207,2022,3,3,Fase 6 (2º EM),-3,4.936,0.0,4.8,7.5,,5.8,5.708,2.5,5.3,4.0,8.0,16.0,2006,Menino,2021,Quartzo,Escola Pública,,Ágata,Quartzo,,,,Não,Não atendido
RA-208,2022,3,3,Fase 4 (9º ano),-1,6.667,7.5,7.1,7.5,,6.1,6.417,5.0,5.0,7.5,5.8,14.0,2008,Menino,2018,Ágata,Escola Pública,Ametista,Ágata,Ágata,,,,Não,Não atendido
RA-209,2022,3,3,Fase 4 (9º ano),-1,4.499,0.0,4.8,5.6,,6.0,3.75,5.0,5.0,5.2,7.8,14.0,2008,Menino,2019,Quartzo,Escola Pública,Quartzo,Quartzo,Quartzo,,,,Não,Requer avaliação
RA-210,2022,3,3,Fase 4 (9º ano),-1,4.44,0.0,5.1,7.5,,3.4,4.417,5.0,2.7,5.3,2.3,14.0,2008,Menino,2022,Quartzo,Escola Pública,,,Quartzo,,,,Não,Não atendido
RA-211,2022,3,3,Fase 3 (7º e 8º ano),0,8.465,9.2,8.8,7.5,,7.6,8.458,10.0,6.7,7.5,8.5,13.0,2009,Menino,2021,Topázio,Escola Pública,,Topázio,Topázio,,,,Sim,Não atendido
RA-212,2022,3,3,Fase 4 (9º ano),-1,7.268,9.6,8.4,7.5,,6.2,6.958,5.0,4.8,5.8,7.8,14.0,2008,Menino,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Não atendido
RA-213,2022,3,3,Fase 3 (7º e 8º ano),0,7.209,9.6,8.7,7.5,,3.5,6.833,10.0,5.0,2.0,,13.0,2009,Menino,2022,Ametista,Escola Pública,,,Ametista,,,,Não,Não atendido
RA-214,2022,3,3,Fase 5 (1º EM),-2,4.87,0.0,6.1,7.5,,4.3,5.125,5.0,5.0,3.5,,15.0,2007,Menino,2022,Quartzo,Escola Pública,,,Quartzo,,,,Não,Não atendido
RA-215,2022,3,3,Fase 3 (7º e 8º ano),0,7.172,6.7,5.8,7.5,,7.8,6.542,10.0,5.7,7.7,10.0,13.0,2009,Menina,2021,Ametista,Escola Pública,,Ágata,Ametista,,,,Não,Não atendido
RA-216,2022,3,3,Fase 3 (7º e 8º ano),0,7.502,7.9,8.5,7.5,,7.0,5.583,10.0,5.3,6.5,9.2,13.0,2009,Menina,2018,Ametista,Escola Pública,Ametista,Ágata,Ametista,,,,Não,Não atendido
RA-217,2022,3,3,Fase 5 (1º EM),-2,7.397,7.9,8.5,7.5,,7.1,7.292,5.0,6.3,7.2,7.7,15.0,2007,Menina,2021,Ametista,Escola Pública,,Ametista,Ametista,,,,Não,Não atendido
RA-218,2022,3,3,Fase 4 (9º ano),-1,6.1,6.3,7.3,7.5,,4.0,6.125,5.0,5.0,7.0,0.0,14.0,2008,Menina,2022,Ágata,Escola Pública,,,Ágata,,,,Não,Não atendido
RA-219,2022,3,3,Fase 6 (2º EM),-3,5.942,8.8,6.9,7.5,,3.5,6.375,2.5,4.0,4.8,1.7,16.0,2006,Menino,2019,Quartzo,Escola Pública,Ametista,Ágata,Quartzo,,,,Não,Não atendido
RA-220,2022,3,3,Fase 3 (7º e 8º ano),0,7.028,0.0,8.1,7.5,,6.5,7.833,10.0,6.8,6.8,5.8,13.0,2009,Menina,2022,Ágata,Escola Pública,,,Ágata,,,,Não,Não atendido
RA-221,2022,3,3,Fase 4 (9º ano),-1,6.892,9.6,8.5,7.5,,5.2,6.0,5.0,7.0,3.5,5.0,14.0,2008,Menino,2022,Ágata,Escola Pública,,,Ágata,,,,Não,Não atendido
RA-222,2022,3,3,Fase 5 (1º EM),-2,5.604,7.1,4.6,7.5,,6.2,4.917,5.0,5.0,7.5,6.0,15.0,2007,Menina,2019,Quartzo,Escola Pública,Ágata,Ametista,Quartzo,,,,Não,Não atendido
RA-223,2022,3,3,Fase 3 (7º e 8º ano),0,4.966,0.0,4.6,7.5,,3.1,5.583,10.0,4.3,4.7,0.2,13.0,2009,Menina,2022,Quartzo,Escola Pública,,,Quartzo,,,,Não,Não atendido
RA-224,2022,3,3,Fase 3 (7º e 8º ano),0,5.671,9.6,4.3,7.5,,2.6,4.875,10.0,5.0,2.7,0.0,13.0,2009,Menino,2021,Quartzo,Escola Pública,,Ágata,Quartzo,,,,Não,Não atendido
RA-225,2022,3,3,Fase 4 (9º ano),-1,5.918,8.3,5.3,7.5,,5.0,5.708,5.0,3.0,7.0,,14.0,2008,Menino,2022,Quartzo,Escola Pública,,,Quartzo,,,,Não,Não atendido
RA-226,2022,3,3,Fase 4 (9º ano),-1,6.549,7.5,6.1,7.5,,6.8,6.208,5.0,7.0,6.5,,14.0,2008,Menina,2022,Ágata,Escola Pública,,,Ágata,,,,Não,Não atendido
RA-227,2022,3,3,Fase 3 (7º e 8º ano),0,6.471,9.2,6.4,7.5,,3.3,5.833,10.0,4.7,4.3,1.0,12.0,2010,Menino,2022,Ágata,Escola Pública,,,Ágata,,,,Não,Não atendido
RA-228,2022,3,3,Fase 5 (1º EM),-2,6.196,7.5,6.7,7.5,,4.8,6.417,5.0,3.0,6.0,5.3,15.0,2007,Menina,2017,Ágata,Escola Pública,Ágata,Quartzo,Ágata,,,,Não,Não atendido
RA-229,2022,3,3,Fase 3 (7º e 8º ano),0,8.62,10.0,9.4,7.5,,6.9,8.5,10.0,7.0,6.7,7.2,12.0,2010,Menino,2022,Topázio,Escola Pública,,,Topázio,,,,Sim,Não atendido
