RA,Ano,Fase,fase_num,Fase_Ideal,Defasagem,INDE_ano,IAA,IEG,IPS,IPP,IDA,IPV,IAN,Mat,Por,Ing,Idade,ano_nasc_obs,Gênero,Ano ingresso,Pedra_ano,Instituicao,Pedra20,Pedra21,Pedra22_hist,Pedra23_hist,INDE22_hist,INDE23_hist,Atingiu_PV,Rec_Psicologia
RA-392,2024,4B,4,Fase 5 (1° EM),-1,4.3639463364,9.585,5.414731682,5.635,3.5,1.0,3.545,5.0,0.0,2.0,1.0,16.0,2008,Masculino,2022,Quartzo,Pública,,,Ágata,Agata,6.417875178463399,6.567208333,,
RA-352,2024,4B,4,Fase 3 (7° e 8° ano),1,5.9794829346,8.334,4.453748006333333,6.26,6.375,3.1666666666666665,6.7925,10.0,2.0,5.5,2.0,13.0,2011,Masculino,2021,Quartzo,Pública,Ametista,Ametista,Ametista,Ametista,7.834006201914523,7.840341667,,
RA-1562,2024,4B,4,Fase 6 (2° EM),-2,5.458833333333334,6.25,8.666666666666666,5.01,6.25,0.5,6.8725,5.0,0.5,,,16.0,2008,Feminino,2024,Quartzo,Pública,,,,,,,,
RA-367,2024,4B,4,Fase 3 (7° e 8° ano),1,7.209434085200001,9.168,7.268170426,6.26,6.875,5.0,7.6275,10.0,2.0,5.5,7.5,13.0,2010,Feminino,2021,Ametista,Pública,Topázio,Ametista,Ágata,Ametista,6.950124578570855,7.38685,,
RA-1563,2024,4B,4,Fase 5 (1° EM),-1,7.604211111133335,8.751,8.305555555666666,7.51,7.25,7.0,8.46,5.0,5.0,7.5,8.5,15.0,2009,Feminino,2024,Ametista,Pública,,,,,,,,
RA-1564,2024,4B,4,Fase 5 (1° EM),-1,5.0761468806000005,8.334,4.942067736333334,6.885,5.75,2.1666666666666665,5.2875,5.0,1.0,3.5,2.0,15.0,2009,Masculino,2024,Quartzo,Pública,,,,,,,,
RA-1565,2024,4B,4,Fase 5 (1° EM),-1,5.816448179266667,0.0,8.102240896333333,7.51,6.375,5.5,6.0375,5.0,7.0,3.0,6.5,16.0,2008,Masculino,2024,Quartzo,Pública,,,,,,,,
RA-1566,2024,4B,4,Fase 6 (2° EM),-2,7.759243871133334,9.168,9.247219355666667,7.51,7.75,6.5,8.335,5.0,3.0,8.0,8.5,17.0,2007,Feminino,2024,Ametista,Pública,,,,,,,,
RA-1567,2024,4B,4,Fase 6 (2° EM),-2,7.913942087533334,8.334,8.771043771,7.51,7.75,8.166666666666666,8.335,5.0,5.0,9.5,10.0,16.0,2008,Feminino,2024,Ametista,Pública,,,,,,,,
RA-356,2024,4B,4,Fase 3 (7° e 8° ano),1,6.627336016533334,8.334,6.656346749333334,5.635,5.25,5.333333333333333,6.5375,10.0,1.0,7.0,8.0,14.0,2010,Masculino,2021,Agata,Pública,Topázio,Topázio,Ágata,Agata,6.689521871961853,6.452008333,,
RA-1568,2024,4B,4,Fase 5 (1° EM),-1,7.8003261438000004,9.168,7.493464052333334,7.51,8.0,8.166666666666666,8.5025,5.0,7.5,7.5,9.5,15.0,2009,Feminino,2024,Ametista,Pública,,,,,,,,
RA-247,2024,4B,4,Fase 4 (9° ano),0,6.646485739800001,0.0,8.306595365666666,6.26,7.75,4.333333333333333,8.5875,10.0,0.0,5.0,8.0,14.0,2009,Feminino,2021,Agata,Pública,,Ágata,Ametista,Ametista,7.720170621212121,7.221958333,,
RA-204,2024,4B,4,Fase 4 (9° ano),0,7.838218894866668,9.168,6.827094474333333,6.26,7.125,7.5,8.5875,10.0,5.0,7.5,10.0,15.0,2009,Feminino,2021,Ametista,Pública,Ametista,Ametista,Ágata,Ametista,6.943054722222223,7.557558333,,
RA-1569,2024,4B,4,Fase 6 (2° EM),-2,5.7191555556,6.666,7.111111111333334,6.26,6.875,2.1666666666666665,6.9175,5.0,2.0,3.0,1.5,17.0,2007,Feminino,2024,Quartzo,Pública,,,,,,,,
RA-1570,2024,4B,4,Fase 5 (1° EM),-1,7.894084175066667,9.585,7.542087542,7.51,7.75,8.333333333333334,8.6725,5.0,6.5,9.0,9.5,16.0,2008,Feminino,2024,Ametista,Pública,,,,,,,,
RA-1571,2024,4B,4,Fase 5 (1° EM),-1,7.2484555556,8.334,9.111111111333335,5.005,7.5,5.666666666666667,8.545,5.0,5.0,6.0,6.0,16.0,2008,Masculino,2024,Ametista,Pública,,,,,,,,
RA-1572,2024,4C,4,Fase 5 (1° EM),-1,8.080345634866667,9.168,9.841269841333334,7.51,7.65625,7.5,8.393333333,5.0,7.5,6.5,8.5,15.0,2009,Feminino,2024,Topázio,Pública,,,,,,,,
RA-1150,2024,4C,4,Fase 6 (2° EM),-2,7.1023212964,8.334,6.481481481666667,7.51,7.65625,6.833333333333333,7.946666667,5.0,4.0,6.5,10.0,17.0,2007,Masculino,2023,Ametista,Pública,,,,Ametista,,7.076008333,,
RA-1573,2024,4C,4,Fase 5 (1° EM),-1,6.743847969266667,9.168,6.120448179333334,6.26,7.65625,5.0,8.556666667,5.0,0.0,6.0,9.0,16.0,2008,Masculino,2024,Agata,Pública,,,,,,,,
RA-1574,2024,4C,4,Fase 5 (1° EM),-1,7.777244180000001,8.751,8.399470899666667,7.51,7.8125,7.333333333333333,8.616666667,5.0,7.0,6.0,9.0,16.0,2008,Feminino,2024,Ametista,Pública,,,,,,,,
RA-1151,2024,4C,4,Fase 3 (7° e 8° ano),1,8.749111111066668,7.5,9.722222222333334,5.635,8.125,9.0,9.393333333,10.0,9.0,8.0,10.0,13.0,2011,Feminino,2023,Topázio,Pública,,,,Ametista,,7.829958333,,
RA-1575,2024,4C,4,Fase 5 (1° EM),-1,7.318459391466667,9.168,8.624338624,6.885,7.65625,5.333333333333333,8.28,5.0,0.0,7.5,8.5,16.0,2008,Feminino,2024,Ametista,Pública,,,,,,,,
RA-1081,2024,4C,4,Fase 4 (9° ano),0,8.5452952381,6.667,9.523809523666666,5.005,9.166666667,8.833333333333334,8.95,10.0,9.5,8.0,9.0,15.0,2009,Feminino,2023,Topázio,Privada - Programa de Apadrinhamento,,,,Ametista,,7.666033333,,
RA-342,2024,4C,4,Fase 5 (1° EM),-1,6.757026587266667,8.751,7.728174603333334,6.26,7.65625,4.5,7.723333333,5.0,6.5,7.0,0.0,16.0,2008,Feminino,2021,Agata,Pública,,Quartzo,Ágata,Ametista,6.940909599240267,7.539875,,
RA-1576,2024,4C,4,Fase 5 (1° EM),-1,7.4636202380666665,8.334,9.523809523666666,5.635,6.40625,6.666666666666667,8.44,5.0,7.5,4.5,8.0,16.0,2008,Feminino,2024,Ametista,Pública,,,,,,,,
RA-187,2024,4C,4,Fase 4 (9° ano),0,8.568424074066666,8.751,9.537037037,5.635,8.4375,7.833333333333333,9.06,10.0,7.5,7.0,9.0,14.0,2010,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Topázio,Ametista,Ametista,7.928183035966957,7.809875,,
RA-359,2024,4C,4,Fase 3 (7° e 8° ano),1,7.492006349133335,9.168,7.162698412666667,6.26,7.5,5.5,8.333333333,10.0,4.0,4.5,8.0,14.0,2010,Feminino,2021,Ametista,Pública,Ametista,Ágata,Ágata,Ametista,6.605761359666916,7.627125,,
RA-1577,2024,4C,4,Fase 5 (1° EM),-1,6.305585581933334,10.002,4.993386243333333,7.51,7.34375,4.333333333333333,7.273333333,5.0,4.0,7.0,2.0,16.0,2008,Masculino,2024,Agata,Pública,,,,,,,,
RA-236,2024,4F,4,Fase 4 (9° ano),0,6.980833740133334,9.168,7.890668700666666,6.26,6.875,4.5,6.362,10.0,1.5,4.0,8.0,14.0,2010,Feminino,2022,Agata,Pública,,,Ametista,Ametista,7.110494326118326,7.337116667,,
RA-249,2024,4F,4,Fase 6 (2° EM),-2,6.125104328999999,7.083,6.645021645,5.0,6.75,5.0,7.064,5.0,1.0,8.0,6.0,16.0,2008,Masculino,2021,Agata,Pública,Ágata,Ágata,Quartzo,Quartzo,5.096608405982907,5.444625,,
RA-239,2024,4F,4,Fase 7 (3° EM),-3,6.782180868800001,8.751,6.361737677333333,5.635,7.875,6.666666666666667,8.502,2.5,4.0,10.0,6.0,17.0,2007,Feminino,2021,Agata,Pública,,Quartzo,Quartzo,Agata,4.571673982861744,6.411333333,,
RA-382,2024,4F,4,Fase 5 (1° EM),-1,5.805712280733333,9.168,6.324561403666666,5.63,6.75,3.0,6.43,5.0,2.0,3.0,4.0,16.0,2008,Masculino,2021,Quartzo,Pública,Ametista,Ágata,Ágata,Agata,6.77720046886447,6.223833333,,
RA-383,2024,4F,4,Fase 3 (7° e 8° ano),1,8.036024386733335,9.168,8.600288600333334,7.51,7.875,5.833333333333333,8.47,10.0,1.0,8.0,8.5,13.0,2011,Masculino,2021,Topázio,Pública,Topázio,Ametista,Topázio,Ametista,8.400003111111111,7.5408,,
RA-1155,2024,4F,4,Fase 5 (1° EM),-1,7.119011111133333,8.334,8.888888889,5.005,8.0,4.666666666666667,8.87,5.0,6.0,8.0,0.0,15.0,2009,Feminino,2023,Ametista,Pública,,,,Ametista,,7.821633333,,
RA-384,2024,4F,4,Fase 4 (9° ano),0,8.072200721466668,7.5,8.607503607333333,7.51,7.625,7.5,7.936,10.0,5.0,9.5,8.0,14.0,2010,Feminino,2021,Topázio,Pública,Ametista,Ametista,Ametista,Agata,7.558498337662337,6.757958333,,
RA-1156,2024,4F,4,Fase 3 (7° e 8° ano),1,6.6777135642,7.5,7.821067821,7.51,7.125,2.0,7.5,10.0,6.0,0.0,0.0,13.0,2011,Feminino,2023,Agata,Pública,,,,Ametista,,7.340775,,
RA-1578,2024,4F,4,Fase 3 (7° e 8° ano),1,7.880605848,8.334,6.761695906666667,7.51,7.5,7.333333333333333,8.636,10.0,6.0,6.0,10.0,13.0,2010,Feminino,2024,Ametista,Pública,,,,,,,,
RA-388,2024,4F,4,Fase 5 (1° EM),-1,5.965307936466667,7.5,6.349206349,7.51,6.75,4.333333333333333,5.764,5.0,1.0,7.0,5.0,16.0,2008,Feminino,2021,Quartzo,Pública,Ágata,Ágata,Ágata,Quartzo,6.654070674842067,5.630833333,,
RA-260,2024,4F,4,Fase 4 (9° ano),0,8.448920634933334,8.751,9.674603174666666,7.51,7.875,7.0,8.502,10.0,7.5,5.5,8.0,15.0,2009,Feminino,2021,Topázio,Pública,Topázio,Ametista,Ametista,Topázio,7.439744423076924,8.080008333,,
RA-395,2024,4F,4,Fase 3 (7° e 8° ano),1,7.169905291000001,8.751,6.921693121666666,6.26,7.25,4.333333333333333,8.464,10.0,2.5,5.5,5.0,13.0,2011,Feminino,2021,Ametista,Pública,Ametista,Topázio,Ametista,Ametista,7.682753058681186,7.469175,,
RA-262,2024,4F,4,Fase 6 (2° EM),-2,5.806145462066667,7.917,4.854560643666667,7.51,7.0,4.166666666666667,6.296,5.0,1.0,4.5,7.0,17.0,2007,Masculino,2021,Quartzo,Privada,,Quartzo,Quartzo,Quartzo,4.786323286324786,4.406458333,,
RA-1579,2024,4F,4,Fase 6 (2° EM),-2,7.894385710733333,8.751,9.090261886999999,5.635,8.5,7.166666666666667,9.272,5.0,7.5,6.0,8.0,16.0,2008,Feminino,2022,Ametista,Pública,,,,,,,,
RA-1580,2024,4F,4,Fase 5 (1° EM),-1,7.790523996266667,8.751,9.049953314666666,7.51,7.875,6.166666666666667,9.168,5.0,5.0,7.5,6.0,16.0,2008,Masculino,2024,Ametista,Pública,,,,,,,,
RA-377,2024,4F,4,Fase 4 (9° ano),0,7.480115873000001,9.168,7.698412698333333,7.51,7.125,5.166666666666667,7.634,10.0,4.0,6.5,5.0,14.0,2010,Feminino,2021,Ametista,Pública,,Quartzo,Ágata,Ametista,6.742777235591996,7.205041667,,
RA-250,2024,4H,4,Fase 4 (9° ano),0,9.049892592566668,9.168,9.629629629666667,6.88,8.958333333,9.166666666666666,8.95,10.0,10.0,7.5,10.0,14.0,2010,Feminino,2022,Topázio,Privada - Programa de Apadrinhamento,,,Ametista,Ametista,7.958056222222224,7.598208333,,
RA-1581,2024,4H,4,Fase 5 (1° EM),-1,6.9787022855,8.334,7.834844760666667,6.26,7.083333333,6.333333333333333,7.386666667,5.0,7.0,4.5,7.5,16.0,2008,Masculino,2024,Agata,Pública,,,,,,,,
RA-1582,2024,4H,4,Fase 5 (1° EM),-1,6.472788888966667,8.334,8.069444444333334,6.255,6.666666667,4.5,6.666666667,5.0,7.0,2.0,4.5,15.0,2009,Masculino,2024,Agata,Pública,,,,,,,,
RA-1583,2024,4H,4,Fase 5 (1° EM),-1,7.8197579711000005,7.917,7.753623188333333,6.26,9.166666667,8.166666666666666,9.006666667,5.0,8.0,6.5,10.0,15.0,2009,Feminino,2024,Ametista,Pública,,,,,,,,
RA-450,2024,4L,4,Fase 5 (1° EM),-1,7.526188206666666,8.751,8.954191033333332,5.63,7.8125,7.5,7.58,5.0,8.0,8.5,6.0,15.0,2009,Masculino,2021,Ametista,Pública,,Ágata,Ametista,Agata,7.843149036414566,6.819625,,
RA-426,2024,4L,4,Fase 5 (1° EM),-1,6.6430030186,7.917,7.9050567596666665,4.38,7.65625,4.833333333333333,8.0,5.0,3.5,7.0,4.0,15.0,2008,Feminino,2022,Agata,Pública,,,Ágata,Agata,6.350091965367965,6.329158333,,
RA-1584,2024,4L,4,Fase 5 (1° EM),-1,7.429837830666667,8.334,9.153439153333332,7.51,7.8125,5.5,8.1675,5.0,6.0,5.5,5.0,15.0,2009,Feminino,2024,Ametista,Pública,,,,,,,,
RA-313,2024,4L,4,Fase 5 (1° EM),-1,7.2528500000000005,8.751,9.666666666666666,5.63,7.8125,4.833333333333333,8.1675,5.0,1.0,8.0,5.5,15.0,2008,Feminino,2022,Ametista,Pública,,,Quartzo,Ametista,5.800078489240228,7.011091667,,
RA-467,2024,4L,4,Fase 4 (9° ano),0,7.7298118421333335,7.917,9.140350877333333,5.01,7.34375,6.833333333333333,7.54,10.0,5.5,9.0,6.0,15.0,2009,Feminino,2022,Ametista,Pública,,,Ágata,Agata,6.380177212121212,6.552916667,,
RA-1585,2024,4L,4,Fase 5 (1° EM),-1,6.730367016866668,10.002,6.775210084333334,7.51,7.65625,4.0,7.7925,5.0,5.0,3.0,4.0,15.0,2009,Feminino,2024,Agata,Pública,,,,,,,,
RA-432,2024,4L,4,Fase 5 (1° EM),-1,7.167975,7.501,10.0,6.26,7.34375,5.5,7.2875,5.0,5.0,6.0,5.5,16.0,2008,Feminino,2021,Ametista,Pública,Quartzo,Quartzo,Ágata,Agata,6.339605488215488,6.850183333,,
RA-1586,2024,4L,4,Fase 5 (1° EM),-1,6.555764327466668,10.002,6.128654970666666,5.01,6.875,5.666666666666667,7.54,5.0,3.5,5.5,8.0,15.0,2009,Feminino,2024,Agata,Pública,,,,,,,,
RA-470,2024,4L,4,Fase 4 (9° ano),0,6.981130848,9.585,8.011695906666667,7.51,7.03125,3.3333333333333335,6.4975,10.0,3.5,4.0,2.5,15.0,2009,Feminino,2021,Agata,Pública,Ametista,Ametista,Ametista,Agata,7.378176603174603,6.993766667,,
RA-417,2024,4L,4,Fase 4 (9° ano),0,8.533628557533333,8.334,8.401559454333333,7.51,8.4375,8.833333333333334,8.2925,10.0,9.0,10.0,7.5,14.0,2009,Feminino,2022,Topázio,Pública,,,Topázio,Topázio,8.427782,8.257658333,,
RA-407,2024,4L,4,Fase 4 (9° ano),0,7.0875128168,8.334,7.614522417333333,6.26,7.96875,3.6666666666666665,7.875,10.0,2.0,5.0,4.0,15.0,2009,Masculino,2022,Ametista,Pública,,,Ametista,Ametista,7.195372592592593,7.665083333,,
RA-1587,2024,4L,4,Fase 6 (2° EM),-2,7.34055,9.168,10.0,7.51,7.8125,3.75,8.2075,5.0,7.5,0.0,,16.0,2008,Feminino,2024,Ametista,Pública,,,,,,,,
RA-1588,2024,4L,4,Fase 4 (9° ano),0,7.303823728133333,7.917,8.640618640666666,7.51,7.5,4.0,7.415,10.0,3.5,4.5,,14.0,2010,Feminino,2024,Ametista,Pública,,,,,,,,
RA-424,2024,4L,4,Fase 4 (9° ano),0,7.341187280733334,8.334,9.616228070333333,7.51,7.34375,3.3333333333333335,7.1625,10.0,2.0,6.0,2.0,14.0,2010,Feminino,2022,Ametista,Pública,,,Ametista,Ametista,7.940280666666667,7.72685,,
RA-1193,2024,4L,4,Fase 5 (1° EM),-1,6.6304815790000005,8.751,7.763157895,5.635,7.8125,4.0,7.79,5.0,3.0,6.0,3.0,15.0,2009,Feminino,2023,Agata,Pública,,,,Agata,,6.018083333,,
RA-411,2024,4M,4,Fase 4 (9° ano),0,7.279762962966667,7.083,9.148148147999999,5.635,7.291666667,4.833333333333333,7.4125,10.0,3.5,7.0,4.0,14.0,2010,Feminino,2021,Ametista,Privada,Ametista,Ametista,Ametista,Ametista,7.2323363079922025,7.779983333,,
RA-412,2024,4M,4,Fase 4 (9° ano),0,8.044378070166667,8.334,8.456140351,6.26,8.020833333,7.333333333333333,8.125,10.0,8.0,6.0,8.0,14.0,2010,Feminino,2021,Topázio,Pública,Ágata,Ágata,Ametista,Ametista,7.5555417556855105,7.373891667,,
RA-428,2024,4M,4,Fase 4 (9° ano),0,7.534949122800001,9.168,8.898245614,5.635,7.5,5.0,7.625,10.0,3.0,4.0,8.0,14.0,2009,Masculino,2022,Ametista,Pública,,,Ametista,Ametista,7.68295498989899,7.821816667,,
RA-315,2024,4M,4,Fase 5 (1° EM),-1,6.0768703704,0.0,5.918518518666667,7.51,7.5,6.833333333333333,7.6275,5.0,6.5,6.5,7.5,15.0,2009,Feminino,2022,Agata,Pública,,,Quartzo,Quartzo,5.671800072463768,5.977708333,,
RA-442,2024,4M,4,Fase 3 (7° e 8° ano),1,6.905439215666667,8.334,5.9151960783333335,5.635,7.5,5.0,7.8775,10.0,4.5,7.0,3.5,13.0,2011,Feminino,2022,Agata,Pública,,,Topázio,Agata,8.226391777777778,6.814166667,,
RA-301,2024,4M,4,Fase 4 (9° ano),0,8.410830701766667,9.168,7.4947368423333325,7.51,8.020833333,9.0,8.21,10.0,10.0,9.0,8.0,15.0,2009,Feminino,2021,Topázio,Pública,Ametista,Ametista,Ágata,Agata,6.802149357015729,6.760341667,,
RA-1163,2024,4M,4,Fase 4 (9° ano),0,8.6794789474,8.334,9.824561403666666,7.51,8.125,7.833333333333333,8.755,10.0,9.5,6.5,7.5,15.0,2009,Masculino,2023,Topázio,Pública,,,,Ametista,,7.749391667,,
RA-402,2024,4M,4,Fase 4 (9° ano),0,5.683064814833333,7.5,3.074074074,6.26,6.354166667,4.166666666666667,6.1175,10.0,3.0,3.5,6.0,14.0,2010,Feminino,2021,Quartzo,Pública,Ágata,Ágata,Quartzo,Agata,5.261113333333334,6.632716667,,
RA-1589,2024,4M,4,Fase 5 (1° EM),-1,5.260851851866667,0.0,6.259259259333334,7.51,7.5,2.5,7.54,5.0,3.0,2.0,,15.0,2009,Feminino,2024,Quartzo,Pública,,,,,,,,
RA-1162,2024,4M,4,Fase 4 (9° ano),0,7.473167836266667,7.917,9.135672514666666,6.26,6.875,5.666666666666667,7.0375,10.0,4.0,7.5,5.5,14.0,2009,Feminino,2023,Ametista,Pública,,,,Ametista,,7.44215,,
RA-471,2024,4M,4,Fase 4 (9° ano),0,6.635847117766667,0.0,7.027568922333333,7.51,7.708333333,5.5,8.0425,10.0,4.0,5.5,7.0,14.0,2009,Feminino,2021,Agata,Pública,Ágata,Ágata,Ágata,Agata,6.535165330634278,6.855541667,,
RA-416,2024,4M,4,Fase 3 (7° e 8° ano),1,8.700808577033333,8.751,8.972709551666666,7.51,8.541666667,8.0,9.13,10.0,8.0,7.5,8.5,14.0,2010,Masculino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,Topázio,7.912811530864198,8.144425,,
RA-303,2024,4M,4,Fase 6 (2° EM),-2,6.2443426900666665,8.751,3.9520467836666664,7.51,6.875,5.666666666666667,7.535,5.0,5.0,5.0,7.0,16.0,2008,Masculino,2021,Agata,Pública,Ametista,Ágata,Ágata,Quartzo,6.0302058333333335,5.914291667,,
RA-418,2024,4M,4,Fase 3 (7° e 8° ano),1,9.125183333366667,8.751,10.0,7.51,8.229166667,9.333333333333334,9.0475,10.0,9.5,8.5,10.0,12.0,2012,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Topázio,Topázio,Topázio,Topázio,8.175157209876545,8.1686,,
RA-419,2024,4M,4,Fase 3 (7° e 8° ano),1,8.355707894766669,7.083,9.382456140666667,6.26,8.020833333,8.166666666666666,8.5475,10.0,6.5,8.0,10.0,14.0,2010,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,Ametista,7.35895350617284,7.7261,,
RA-420,2024,4M,4,Fase 3 (7° e 8° ano),1,7.544228947400001,8.334,9.557894737,6.26,7.8125,4.0,7.96,10.0,3.0,4.5,4.5,13.0,2011,Feminino,2021,Ametista,Privada - Programa de Apadrinhamento,Topázio,Ametista,Ametista,Ametista,7.460804469135802,7.356358333,,
RA-1166,2024,4M,4,Fase 5 (1° EM),-1,7.452799122766667,8.334,8.498245614,6.26,8.020833333,6.333333333333333,8.625,5.0,5.0,7.0,7.0,16.0,2008,Feminino,2023,Ametista,Pública,,,,Ametista,,7.307858333,,
RA-425,2024,4M,4,Fase 4 (9° ano),0,9.016616666700001,10.002,10.0,6.26,8.229166667,9.0,8.8375,10.0,10.0,7.5,9.5,14.0,2010,Masculino,2022,Topázio,Pública,,,Topázio,Topázio,8.116668666666667,8.10555,,
RA-1590,2024,4N,4,Fase 5 (1° EM),-1,8.1907875086,7.917,8.267770876333332,7.51,10.0,8.666666666666666,8.806,5.0,8.5,8.0,9.5,15.0,2009,Feminino,2024,Topázio,Pública,,,,,,,,
RA-1591,2024,4N,4,Fase 6 (2° EM),-2,6.1707952862,7.083,6.430976431,7.51,8.125,3.5,7.064,5.0,3.0,4.5,3.0,16.0,2007,Feminino,2024,Agata,Pública,,,,,,,,
RA-273,2024,4N,4,Fase 5 (1° EM),-1,6.5991307798,9.168,7.323153899,6.26,8.125,4.5,6.896,5.0,3.0,6.5,4.0,16.0,2008,Feminino,2021,Agata,Pública,Ametista,Ametista,Quartzo,Agata,5.679047285714286,6.337116667,,
RA-1592,2024,4N,4,Fase 5 (1° EM),-1,6.812545479666667,7.917,6.854727398333334,7.51,8.125,5.5,7.432,5.0,4.0,7.5,5.0,15.0,2009,Feminino,2024,Agata,Pública,,,,,,,,
RA-457,2024,4N,4,Fase 3 (7° e 8° ano),1,8.5892756038,8.334,8.743961352333335,7.51,9.6875,8.666666666666666,7.77,10.0,8.0,8.0,10.0,14.0,2010,Feminino,2022,Topázio,Pública,,,Ametista,Topázio,7.680083750915751,8.256833333,,
RA-305,2024,4N,4,Fase 5 (1° EM),-1,6.693026811600001,8.334,7.898550724666666,6.26,7.8125,4.833333333333333,7.03,5.0,3.0,3.0,8.5,16.0,2008,Masculino,2021,Agata,Pública,Ametista,Ágata,Ágata,Agata,6.05804740909091,6.394291667,,
RA-421,2024,4N,4,Fase 3 (7° e 8° ano),1,8.488232329,8.751,9.540744978333334,7.51,9.0625,6.666666666666667,8.572,10.0,5.0,6.0,9.0,13.0,2011,Masculino,2021,Topázio,Pública,,Topázio,Topázio,Topázio,8.716975028083027,8.030716667,,
RA-1169,2024,4N,4,Fase 5 (1° EM),-1,6.885305555533334,6.25,8.444444444333334,5.635,7.8125,6.833333333333333,6.8,5.0,6.0,6.5,8.0,15.0,2009,Feminino,2023,Agata,Pública,,,,Ametista,,7.213625,,
RA-1593,2024,4N,4,Fase 5 (1° EM),-1,6.638525017333334,6.249,4.868875086666667,6.26,9.0625,6.5,8.538,5.0,9.0,6.5,4.0,15.0,2008,Masculino,2024,Agata,Pública,,,,,,,,
RA-1594,2024,4N,4,Fase 6 (2° EM),-2,5.731267287800001,9.585,6.112836439,6.26,6.25,3.0,5.996,5.0,1.0,4.0,4.0,16.0,2008,Masculino,2024,Quartzo,Pública,,,,,,,,
RA-283,2024,4N,4,Fase 6 (2° EM),-2,7.9444309524,8.751,9.761904762,6.885,7.8125,8.0,7.736,5.0,6.5,8.0,9.5,16.0,2008,Masculino,2021,Ametista,Pública,Ágata,Ágata,Ametista,Ametista,7.130972888888889,7.549025,,
RA-459,2024,4N,4,Fase 4 (9° ano),0,7.233804589400001,7.917,8.454106280333333,5.635,7.8125,4.666666666666667,7.366,10.0,0.0,6.0,8.0,14.0,2010,Masculino,2021,Ametista,Pública,Ametista,Ametista,Ametista,Topázio,7.280371036414566,8.240016667,,
RA-454,2024,4R,4,Fase 6 (2° EM),-2,5.8522943469666675,9.585,6.633138401666667,6.255,5.416666667,3.6666666666666665,5.833333333,5.0,3.0,2.0,6.0,17.0,2007,Masculino,2021,Quartzo,Pública,Quartzo,Ágata,Quartzo,Quartzo,5.561111555555557,4.603416667,,
RA-1595,2024,4R,4,Fase 4 (9° ano),0,6.6599304233000005,8.334,7.949735449666666,6.26,7.395833333,2.3333333333333335,7.021666667,10.0,3.0,0.0,4.0,14.0,2010,Masculino,2024,Agata,Pública,,,,,,,,
RA-1596,2024,4R,4,Fase 6 (2° EM),-2,7.261016666766667,8.751,10.0,7.51,8.229166667,3.3333333333333335,8.226666667,5.0,5.0,0.0,5.0,17.0,2007,Feminino,2024,Ametista,Pública,,,,,,,,
RA-170,2024,4R,4,Fase 5 (1° EM),-1,7.646383333300001,9.168,8.5,5.635,7.604166667,8.0,8.028333333,5.0,10.0,6.5,7.5,16.0,2008,Feminino,2021,Ametista,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ágata,Ametista,7.006941758454106,7.062433333,,
RA-1597,2024,4R,4,Fase 5 (1° EM),-1,6.7187063492,7.5,8.412698412666666,7.51,8.125,2.8333333333333335,8.28,5.0,2.0,0.0,6.5,16.0,2008,Feminino,2024,Agata,Pública,,,,,,,,
RA-1171,2024,4R,4,Fase 5 (1° EM),-1,7.6236817459,8.334,7.230158729999999,7.51,8.645833333,7.5,8.643333333,5.0,5.0,9.5,8.0,15.0,2009,Masculino,2023,Ametista,Pública,,,,Ametista,,7.856033333,,
RA-116,2024,5A,5,Fase 7 (3° EM),-2,6.337470707133334,8.334,7.535353535666666,5.635,6.875,4.5,6.73,5.0,6.5,2.0,5.0,18.0,2006,Feminino,2021,Agata,Pública,Ametista,Ágata,Ágata,Agata,6.854039584291188,6.433075,,
RA-217,2024,5A,5,Fase 6 (2° EM),-1,7.4209164502,8.334,8.917748917666666,6.26,7.125,7.833333333333333,6.994,5.0,9.0,7.0,7.5,17.0,2007,Feminino,2021,Ametista,Privada - Programa de Apadrinhamento,,Ametista,Ametista,Agata,7.3965272777777775,6.96965,,
RA-103,2024,5A,5,Fase 5 (1° EM),0,8.775268254,8.334,9.603174603333335,6.26,7.875,9.166666666666666,8.872,10.0,9.0,9.0,9.5,15.0,2009,Feminino,2021,Topázio,Privada - Programa de Apadrinhamento,Ágata,Ametista,Topázio,Topázio,8.107440578115117,8.0239,,
RA-178,2024,5A,5,Fase 5 (1° EM),0,7.234168831200001,9.585,8.739177489333334,6.26,7.625,4.166666666666667,6.53,10.0,2.5,2.5,7.5,16.0,2008,Feminino,2021,Ametista,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ágata,Ametista,7.024874570707071,7.406658333,,
RA-1172,2024,5A,5,Fase 6 (2° EM),-1,5.719565079333334,7.5,6.0634920633333325,6.26,7.25,3.3333333333333335,6.196,5.0,0.0,5.0,5.0,17.0,2007,Feminino,2023,Quartzo,Pública,,,,Ametista,,7.030108333,,
RA-180,2024,5A,5,Fase 3 (7° e 8° ano),2,8.801463636333335,9.168,9.431818181666666,7.51,8.125,8.5,8.674,10.0,9.0,8.5,8.0,14.0,2010,Masculino,2021,Topázio,Privada - Programa de Apadrinhamento,Topázio,Topázio,Topázio,Topázio,8.441663515948964,8.283216667,,
